,ID,MT,participant,repetition,step
0,0.5,0.35163446731661785,0,0,0
1,0.5,0.2266255976169809,0,0,1
2,0.5,0.2026333570769118,0,0,2
3,0.5,0.32608624910055933,0,0,3
4,0.5,0.10273874195840008,0,0,4
5,0.5,0.17593034796777948,0,0,5
6,0.5,0.16856408380323779,0,0,6
7,0.5,0.17760257329385531,0,0,7
8,0.5,0.2200731177739126,0,0,8
9,0.5,0.24924229611726242,0,0,9
10,0.8888888888888888,0.12891469095326902,0,1,0
11,0.8888888888888888,0.2582994638888648,0,1,1
12,0.8888888888888888,0.5996148326542832,0,1,2
13,0.8888888888888888,0.3943752218677292,0,1,3
14,0.8888888888888888,0.3384015222190923,0,1,4
15,0.8888888888888888,0.322243680475254,0,1,5
16,0.8888888888888888,0.6647819408400637,0,1,6
17,0.8888888888888888,0.10135165767130438,0,1,7
18,0.8888888888888888,0.4823220048458198,0,1,8
19,0.8888888888888888,0.10307419291200998,0,1,9
20,1.2777777777777777,0.19720924403950124,0,2,0
21,1.2777777777777777,0.60528983952204,0,2,1
22,1.2777777777777777,0.7411786192052426,0,2,2
23,1.2777777777777777,0.2692248167153903,0,2,3
24,1.2777777777777777,0.3382358336615234,0,2,4
25,1.2777777777777777,0.776498547302834,0,2,5
26,1.2777777777777777,0.17403918275274433,0,2,6
27,1.2777777777777777,0.6423456159388085,0,2,7
28,1.2777777777777777,0.5743632163530655,0,2,8
29,1.2777777777777777,0.7157178642734606,0,2,9
30,1.6666666666666667,0.47185616019956234,0,3,0
31,1.6666666666666667,1.1059819751069875,0,3,1
32,1.6666666666666667,0.8685202826253036,0,3,2
33,1.6666666666666667,0.7981523073423519,0,3,3
34,1.6666666666666667,0.31230180928003387,0,3,4
35,1.6666666666666667,0.8275568277549916,0,3,5
36,1.6666666666666667,0.9419728850716982,0,3,6
37,1.6666666666666667,0.6392163389765061,0,3,7
38,1.6666666666666667,1.2201590026467493,0,3,8
39,1.6666666666666667,0.05866643164854546,0,3,9
40,2.0555555555555554,1.228427927057698,0,4,0
41,2.0555555555555554,0.5842507151130489,0,4,1
42,2.0555555555555554,0.9367975934102798,0,4,2
43,2.0555555555555554,1.5566352264309111,0,4,3
44,2.0555555555555554,0.9096544967597371,0,4,4
45,2.0555555555555554,0.7496007734253136,0,4,5
46,2.0555555555555554,0.9291684840090859,0,4,6
47,2.0555555555555554,1.1579739197600913,0,4,7
48,2.0555555555555554,0.608510723124871,0,4,8
49,2.0555555555555554,1.0604088648181869,0,4,9
50,2.4444444444444446,0.6454524149693386,0,5,0
51,2.4444444444444446,1.2289458521925072,0,5,1
52,2.4444444444444446,1.6760438970793854,0,5,2
53,2.4444444444444446,1.0428363326250434,0,5,3
54,2.4444444444444446,1.3835783945485416,0,5,4
55,2.4444444444444446,0.9094974572475051,0,5,5
56,2.4444444444444446,0.22757218011160896,0,5,6
57,2.4444444444444446,0.6689893319701088,0,5,7
58,2.4444444444444446,1.1913396615446097,0,5,8
59,2.4444444444444446,0.7602516177105483,0,5,9
60,2.8333333333333335,1.7664819449507512,0,6,0
61,2.8333333333333335,1.0871498490345073,0,6,1
62,2.8333333333333335,1.0285931644446638,0,6,2
63,2.8333333333333335,1.1206171423228495,0,6,3
64,2.8333333333333335,0.7527012626658764,0,6,4
65,2.8333333333333335,1.3576453826830737,0,6,5
66,2.8333333333333335,1.9644297907446697,0,6,6
67,2.8333333333333335,0.7498064354830547,0,6,7
68,2.8333333333333335,0.7080174510014919,0,6,8
69,2.8333333333333335,1.1397328360277932,0,6,9
70,3.2222222222222223,0.7835749052816365,0,7,0
71,3.2222222222222223,2.742861647353614,0,7,1
72,3.2222222222222223,1.6817083625901232,0,7,2
73,3.2222222222222223,1.4368724741232433,0,7,3
74,3.2222222222222223,1.2467627849701182,0,7,4
75,3.2222222222222223,1.0651757804797986,0,7,5
76,3.2222222222222223,1.3409229997439116,0,7,6
77,3.2222222222222223,0.8493928970265673,0,7,7
78,3.2222222222222223,0.459004917840228,0,7,8
79,3.2222222222222223,1.9560869555759157,0,7,9
80,3.611111111111111,0.5799471240508042,0,8,0
81,3.611111111111111,1.0583458484012513,0,8,1
82,3.611111111111111,2.0069586767769323,0,8,2
83,3.611111111111111,1.0453389897535939,0,8,3
84,3.611111111111111,1.8979293166540634,0,8,4
85,3.611111111111111,0.4531275991806525,0,8,5
86,3.611111111111111,1.2664916492863454,0,8,6
87,3.611111111111111,1.361563344822617,0,8,7
88,3.611111111111111,1.7151948805494779,0,8,8
89,3.611111111111111,1.319023225005382,0,8,9
90,4.0,0.7653919808013994,0,9,0
91,4.0,2.3013607539490675,0,9,1
92,4.0,1.831694437958281,0,9,2
93,4.0,0.9688600093063648,0,9,3
94,4.0,1.4450718232806443,0,9,4
95,4.0,2.4666327765856044,0,9,5
96,4.0,1.505502930481943,0,9,6
97,4.0,1.5225297035472172,0,9,7
98,4.0,1.6557690460798609,0,9,8
99,4.0,1.7858342849245745,0,9,9
