distance width id time
13 80 0.217230716220669 104.31569422738
67 73 0.939458458064949 196.15104242622
48 29 1.40880554556733 273.344081725751
44 9 2.55799545312089 445.222458063303
96 41 1.74048007834244 326.544789490528
67 43 1.35509495882256 233.864445296031
39 24 1.39231742277876 265.604581326446
10 19 0.610053481683986 162.729994058729
23 11 1.62803122261304 315.461324336579
47 68 0.758027209694036 164.552168094344
31 37 0.87800947562139 161.394601092168
59 42 1.26589405997303 237.404646797043
88 67 1.21003521481647 227.958523838959
26 53 0.575860293613904 147.466841687561
42 7 2.8073549220576 450.375082975099
79 66 1.13551497065648 236.443285209866
65 53 1.15472259479864 241.991712492853
72 36 1.58496250072116 275.751921737934
89 22 2.33498424771281 420.469783545058
57 5 3.63226821549951 591.242341225177
56 10 2.72246602447109 445.708309011578
71 21 2.13124453327825 368.114496338026
21 51 0.497499659470817 132.499527433825
73 75 0.980634675133069 183.24332327513
90 40 1.70043971814109 295.29249612599
88 39 1.70328246790992 312.319073172398
12 76 0.211504105193712 82.5806274694645
24 23 1.03102689562062 201.229038592906
60 44 1.24100809950379 227.642606178298
75 8 3.37503943134692 540.44822136961
84 50 1.42223300068305 239.668441945659
63 11 2.75002174699165 444.238587329331
56 46 1.14886338591448 221.786972105312
58 76 0.818161677014187 188.707840843695
53 12 2.4374053123073 396.456594295452
39 12 2.08746284125034 383.572762564241
95 75 1.18057224564182 205.458263438094
91 61 1.3171901758807 260.897867009741
12 49 0.316027493447678 109.909652545391
100 16 2.85798099512757 500.092267859573
22 71 0.389411691603349 116.192516662519
85 9 3.38466385023533 540.463735307369
34 28 1.14684138832927 226.484326013832
92 68 1.23446525363702 232.873487652956
58 55 1.03881924889053 195.372892057996
22 59 0.457206953522783 119.114035119447
63 62 1.01158797427521 224.237702212484
35 53 0.731511164074098 152.674479531492
71 59 1.13972476366661 232.295557828247
75 67 1.08365792904691 216.221509686701
47 76 0.694586991895654 160.476396591128
77 76 1.00946032924907 193.033654504952
39 3 3.8073549220576 598.949743134747
62 40 1.35049724708413 250.539751824611
17 74 0.298341274569747 114.910382305871
69 17 2.33880191345176 406.097248079865
33 9 2.22239242133645 380.718761201424
12 10 1.13750352374994 242.576085421857
26 4 2.90689059560852 496.727170780829
95 65 1.29956028185891 232.773328952654
30 57 0.610053481683986 128.186310898645
77 5 4.03562390973072 646.496924605076
94 76 1.16146342269412 235.577662832034
22 31 0.773724144176324 151.383183758812
79 17 2.49749965947082 420.731069149391
49 7 3 510.175457671281
27 3 3.32192809488736 539.461158381946
18 36 0.584962500721156 155.712055182442
74 52 1.27684020535882 261.993424213277
92 66 1.25938662881865 242.815886210968
97 69 1.26651497456876 247.240865127661
33 63 0.60768257722124 153.296879540923
12 15 0.84799690655495 174.217643006334
85 76 1.08298936467103 215.001083404916
75 63 1.13124453327825 208.001274364849
60 67 0.922595496314393 176.105352250882
22 43 0.596103058326357 116.259609325702
21 2 3.52356195605701 556.20146455528
50 18 1.91753783980803 319.221336777956
63 3 4.4594316186373 728.180463397716
90 13 2.98606080904213 520.593808557245
64 69 0.946757978723021 194.066981475885
87 67 1.20069735023713 218.703287736831
55 59 0.9502469648029 189.774890320087
70 35 1.58496250072116 281.198335813724
44 24 1.50250034052918 257.033714154801
39 29 1.22948184612277 224.122091521151
56 77 0.788495894806288 158.504202062149
50 38 1.21150410519371 244.661459481458
53 62 0.8912937405575 205.568790284815
21 7 2 356.089190725235
96 58 1.40880554556733 263.059243637897
60 20 2 332.491052534437
93 66 1.2684888359259 236.607531519242
30 66 0.540568381362703 116.213474037287
10 2 2.58496250072116 415.27469703406
18 5 2.20163386116965 395.713291314304
29 36 0.852442811586142 182.467851282309
12 13 0.943416471633633 178.005369585507
33 17 1.55639334852439 280.555659636769
83 21 2.30812229536233 382.925904176773
95 15 2.87446911791614 471.565838008603
90 71 1.18116975860994 230.886227901577
61 12 2.60486205815886 460.867089166656
73 4 4.2667865406949 712.810580346408
62 2 5 783.553416416055
76 77 0.99060130199775 204.019784772372
51 66 0.825970600224951 176.788567569466
13 66 0.25938662881865 109.198787022694
78 21 2.23703919730085 383.460416755078
77 30 1.83457639079263 339.217370600949
19 57 0.415037499278844 105.314211448293
62 9 2.97982211806237 509.773509014929
49 80 0.689299160535892 149.06331404608
91 55 1.40846484535536 269.238565763233
92 73 1.1764976553658 247.478704296631
93 61 1.33604920313201 261.827469859927
20 51 0.477321777533186 106.335635239739
67 40 1.41953889151378 247.632921095889
92 39 1.7480207826752 319.168143683052
74 9 3.20511442990461 533.727082727639
90 74 1.14809863898913 228.974863139926
11 23 0.563900885193326 146.855138031207
44 9 2.55799545312089 413.991755972306
64 52 1.15754127698648 228.380416318785
78 37 1.63603668531543 307.007721209173
91 43 1.63982443575567 283.021340838834
62 40 1.35049724708413 262.944332801421
74 46 1.38332863955151 255.983922896461
17 69 0.317740297923929 102.749466014718
52 6 3.27301849440642 555.944184911853
54 65 0.872449950279489 180.311388962224
65 56 1.11150831521699 213.6333468052
32 70 0.543142325026529 122.33005969491
89 54 1.40498383461492 269.401693778567
38 47 0.854802084460064 164.100695553308
98 54 1.49304001128012 295.728588171793
30 8 2.24792751344359 408.499111477004
74 33 1.69707286704269 323.621865650539
44 26 1.42884329880387 268.929758124217
84 59 1.27722828741655 265.297338546484
90 62 1.29373120305671 252.982619990009
78 34 1.71989208080726 316.375613303267
99 44 1.70043971814109 321.491340901538
99 32 2.03342300153745 375.848149913502
47 56 0.879145605125614 186.434326214131
95 40 1.75488750216347 292.005860637109
68 29 1.74193184705956 333.13219918665
69 33 1.62803122261304 271.654638590878
97 78 1.16580889297008 204.573652159399
88 45 1.56342933917151 263.675410362499
88 26 2.13245029602365 381.271617463102
62 12 2.62449086490779 435.233712864684
27 31 0.903784684740697 206.074001607023
32 70 0.543142325026529 117.274617380316
55 41 1.22741049610307 250.550116524438
22 20 1.0703893278914 207.802393859287
62 8 3.12928301694497 501.782554831368
78 22 2.18442457113743 387.793816345301
21 42 0.584962500721156 160.180091420544
80 3 4.79007693062577 791.95549771614
77 4 4.33985000288462 723.207295970575
72 30 1.76553474636298 319.669549448669
25 75 0.415037499278844 106.075055474054
52 50 1.02856915219677 209.159114113527
68 51 1.22239242133645 226.031524113788
12 49 0.316027493447678 91.9787445732399
41 59 0.761213140412883 168.495317734734
19 25 0.815575428862573 154.069479001201
97 19 2.61005348168399 439.38170493407
